name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
belgrade,2023-10-18,17.8,2.4,10.4,17.8,1.2,10.3,5.5,75,0,0,0,,0,0,25.2,8.2,130.9,1017.6,37,10.1,,,,,2023-10-18T06:56:54,2023-10-18T17:49:11,0.13,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-10-19,23,9.9,16.5,23,8.3,16.5,10.3,68.3,0.816,100,8.33,rain,0,0,64.8,23.3,137.8,1008.5,68.2,13.8,,,,,2023-10-19T06:58:13,2023-10-19T17:47:30,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-10-20,30,17.5,23,29.1,17.5,23,11.8,50.9,0,0,0,,0,0,61.2,29.2,154.4,1001.5,51.1,12.6,,,,,2023-10-20T06:59:31,2023-10-20T17:45:50,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-10-21,25.5,18.8,23.6,25.5,18.8,23.6,11.2,46.4,0.104,100,4.17,rain,0,0,50.4,29.3,161.6,1005.6,60.5,13.2,,,,,2023-10-21T07:00:50,2023-10-21T17:44:11,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-10-22,24.4,16,19.3,24.4,16,19.3,12.1,64.7,0.417,100,8.33,rain,0,0,43.2,23.6,192.9,1012.2,54.1,14.2,,,,,2023-10-22T07:02:09,2023-10-22T17:42:32,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-10-23,24.3,11,17.9,24.3,11,17.9,13.4,77.3,0,0,0,,0,0,14,9.2,136.7,1017.2,26.3,12.3,,,,,2023-10-23T07:03:29,2023-10-23T17:40:55,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2023-10-24,26.6,11.5,19.5,26.6,11.5,19.5,11.3,61.9,0,0,0,,0,0,64.8,17.1,142.3,1012,71.8,13.3,,,,,2023-10-24T07:04:48,2023-10-24T17:39:19,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2023-10-25,23.8,15.3,19.5,23.8,15.3,19.5,12.7,66.1,5.914,100,8.33,rain,0,0,72,26.1,183.3,1005.6,49.4,14.4,,,,,2023-10-25T07:06:09,2023-10-25T17:37:45,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-10-26,21.7,13,17.7,21.7,13,17.7,11.9,70,0.003,100,4.17,rain,0,0,25.2,16.1,181.2,1003.2,57.9,14.6,,,,,2023-10-26T07:07:29,2023-10-26T17:36:11,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-10-27,23.7,13.7,18.9,23.7,13.7,18.9,12.2,66.8,0.072,100,8.33,rain,0,0,61.9,25.9,173.1,999.1,83,16.6,,,,,2023-10-27T07:08:49,2023-10-27T17:34:39,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-10-28,20.3,9.7,15.5,20.3,8.4,15.4,11.3,78.1,2.561,100,4.17,rain,0,0,24.8,18.1,156.5,1007.9,42.1,15.3,,,,,2023-10-28T07:10:10,2023-10-28T17:33:08,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-10-29,24.8,9.2,17.2,24.8,9.2,17.2,9.3,63.8,0,0,0,,0,0,26.6,14.9,171.5,1014.9,18.5,12.8,,,,,2023-10-29T06:11:31,2023-10-29T16:31:38,0.52,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-10-30,26.5,9.3,17.8,26.5,9.3,17.8,8.1,56,0,0,0,,0,0,72,20.8,136.8,1014.8,24.6,14.6,,,,,2023-10-30T06:12:53,2023-10-30T16:30:09,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-10-31,23,12.2,17.7,23,12.2,17.7,8.5,58.3,1.014,100,4.17,rain,0,0,72,32,127.7,1008.4,65,12,,,,,2023-10-31T06:14:14,2023-10-31T16:28:42,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-11-01,18.6,9.7,13.5,18.6,7.7,13.3,8.5,74.6,1.985,100,4.17,rain,0,0,37.8,19.4,157,1015.2,64.2,13.1,,,,,2023-11-01T06:15:36,2023-11-01T16:27:17,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-11-02,21.6,10.7,15.2,21.6,10.7,15.2,8.8,66.9,0,0,0,,0,0,72,28.2,128.7,1006.5,66.5,14.2,,,,,2023-11-02T06:16:58,2023-11-02T16:25:52,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-11-03,21.3,11.8,15.8,21.3,11.8,15.8,10.7,73.9,5.027,100,8.33,rain,0,0,73.8,44,133.5,995.5,59.5,12.6,,,,,2023-11-03T06:18:20,2023-11-03T16:24:30,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-11-04,14.5,8.8,11.9,14.5,7.1,11.6,9.4,85.3,3.556,100,8.33,rain,0,0,22,14.9,195.1,998.9,43,12.6,,,,,2023-11-04T06:19:42,2023-11-04T16:23:09,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"13272099999,LYBE,13272599999,13183099999,13180099999,13274099999,LYBT"
belgrade,2023-11-05,22.6,9,14.5,22.6,6.7,14.3,9.5,73.8,11.839,100,12.5,rain,0,0,82.8,45.3,169.8,997.2,49.7,13.1,,,,,2023-11-05T06:21:04,2023-11-05T16:21:49,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-11-06,21.1,10.8,15.4,21.1,10.8,15.4,8.7,66.4,0,0,0,,0,0,22,12.5,160.2,1011.6,35.5,12.6,,,,,2023-11-06T06:22:26,2023-11-06T16:20:31,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2023-11-07,20,9.5,14.8,20,8.4,14.6,9.3,71.2,0,0,0,,0,0,22.3,18,153.7,1017,63.8,11.9,,,,,2023-11-07T06:23:49,2023-11-07T16:19:15,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-11-08,14,6.1,11.2,14,4.6,10.9,9,86.8,7.968,100,4.17,rain,0,0,31.3,20.5,281,1019.3,60.2,12.1,,,,,2023-11-08T06:25:11,2023-11-08T16:18:01,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-11-09,16.8,2.6,9.3,16.8,1,8.6,4.9,76.3,0,0,0,,0,0,57.6,19.8,136.1,1020,2.7,12.8,,,,,2023-11-09T06:26:33,2023-11-09T16:16:48,0.87,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-11-10,14.3,7.3,10.6,14.3,4.9,9.4,6,74.5,1.999,100,4.17,rain,0,0,75.6,24.3,136.6,1010,71.7,12,,,,,2023-11-10T06:27:56,2023-11-10T16:15:37,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2023-11-11,12.6,5.7,9.5,12.6,3.4,8.5,8.1,91.1,6.634,100,12.5,rain,0,0,60.8,38.7,243.5,1003.9,62,11,,,,,2023-11-11T06:29:18,2023-11-11T16:14:28,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2023-11-12,14,3,7.9,14,0.4,7,2.4,71.1,0.003,100,4.17,rain,0,0,19.8,14.1,122.3,1012.7,53.9,14.3,,,,,2023-11-12T06:30:40,2023-11-12T16:13:20,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-11-13,16,3.7,9.9,16,1.4,9.6,5.2,74,0,0,0,,0,0,20.9,10.7,174.2,1015.3,70.4,12.9,,,,,2023-11-13T06:32:01,2023-11-13T16:12:15,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-11-14,21.8,6.2,14.2,21.8,6.2,14.1,8.3,69.9,0,0,0,,0,0,54,15.5,152.8,1013.4,48.8,15.1,,,,,2023-11-14T06:33:23,2023-11-14T16:11:12,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2023-11-15,14.6,9.5,12.4,14.6,7.4,12.2,10.6,89.4,12.227,100,8.33,rain,0,0,32.8,31.5,253.5,1012.7,73.2,12.6,,,,,2023-11-15T06:34:44,2023-11-15T16:10:10,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-11-16,15,5.7,10.1,15,3.6,9.2,6,77.5,0,0,0,,0,0,31.7,19.7,201.7,1019.7,46,14.2,,,,,2023-11-16T06:36:05,2023-11-16T16:09:11,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-11-17,12.3,5.7,9.2,12.3,0.8,7.5,6.4,83.6,9.638,100,12.5,rain,0,0,64.8,37.4,263.6,1009.9,84.8,10.6,,,,,2023-11-17T06:37:26,2023-11-17T16:08:14,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-11-18,8,3,5.5,5,-1.4,1.6,1.7,77,7.939,100,8.33,rain,0,0,58.3,38,302.6,1019.2,73.3,13.8,,,,,2023-11-18T06:38:46,2023-11-18T16:07:19,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-11-19,8.1,-0.3,4,7.5,-4.3,1.9,0.1,77.2,0,0,0,,0,0,20.2,17.8,232.5,1020.2,77.6,13,,,,,2023-11-19T06:40:06,2023-11-19T16:06:26,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-11-20,14,3.2,8.3,14,2.8,7.8,4.2,76.3,0.296,100,4.17,rain,0,0,19.8,15.2,217,1015.1,69.9,13.4,,,,,2023-11-20T06:41:25,2023-11-20T16:05:35,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-11-21,10.8,4.1,8,10.8,2.1,7.2,6.8,92.2,10.952,100,8.33,rain,0,0,20.2,14.1,51.4,1010.5,66.1,7.2,,,,,2023-11-21T06:42:43,2023-11-21T16:04:46,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-11-22,8.6,3,7.1,8,-1.4,5,6.5,96.1,10.292,100,12.5,rain,0,0,24.1,22.4,11.8,1016.5,89.5,4.8,,,,,2023-11-22T06:44:01,2023-11-22T16:04:00,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-11-23,5.6,1,3.1,5.6,-2.8,1.9,0.9,85.7,0,0,0,,0,0,21.2,19.3,310.9,1024,76.4,9.8,,,,,2023-11-23T06:45:19,2023-11-23T16:03:16,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-11-24,8.1,0.2,4.4,8.1,-1.8,3.3,3.5,94.2,1.974,100,8.33,rain,0,0,21.6,16.7,43.7,1005.3,50.6,5.7,,,,,2023-11-24T06:46:35,2023-11-24T16:02:34,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-11-25,4.8,1,3.8,4.8,-4,0.8,1.7,86.4,0.755,100,8.33,rain,0,0,38.5,32.8,321.5,999.3,78.3,10.8,,,,,2023-11-25T06:47:51,2023-11-25T16:01:55,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-11-26,4,-1,1.5,-0.2,-6,-2.7,-1.6,80.4,1.971,100,8.33,"rain,snow",0,0,46.8,29.4,295.6,1009.1,74.3,11,,,,,2023-11-26T06:49:06,2023-11-26T16:01:18,0.47,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-11-27,9.8,-1.3,4.5,8.3,-4.7,1.9,-2.1,63.6,0,0,0,,0,0,31.7,18.4,202.6,1013.1,71.3,13.4,,,,,2023-11-27T06:50:20,2023-11-27T16:00:43,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-11-28,10,4.7,6.5,10,1,3.3,3,78.7,4.114,100,8.33,rain,0,0,75.6,26.4,173.1,996.4,80,12,,,,,2023-11-28T06:51:33,2023-11-28T16:00:11,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-11-29,5,-2.3,2.8,4.8,-5.6,0.1,-0.7,78.7,0.303,100,4.17,rain,0,0,34.2,19.7,283.5,1009.6,53.7,11.5,,,,,2023-11-29T06:52:45,2023-11-29T15:59:41,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-11-30,11.4,-2,5.4,11.4,-6.2,2.9,1.4,76,0.102,100,8.33,rain,0,0,61.2,25.3,131.7,1009.2,47.7,12.4,,,,,2023-11-30T06:53:55,2023-11-30T15:59:14,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-12-01,22.1,10.7,16.2,22.1,10.7,16.2,7.5,57.6,0,0,0,,0,0,61.2,18.7,157.3,1002.1,81.4,12.9,,,,,2023-12-01T06:55:05,2023-12-01T15:58:49,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-12-02,22.5,4.5,15.7,22.5,0.6,15.3,6.5,57.2,0,0,0,,0,0,61.2,25.6,147.9,999.7,83.2,12.2,,,,,2023-12-02T06:56:13,2023-12-02T15:58:27,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-12-03,3,-2.5,1.3,0.6,-5.7,-2.1,-2.7,75,0.2,100,4.17,rain,0,0,35.3,25.8,302.2,1021.4,70.6,11.9,,,,,2023-12-03T06:57:20,2023-12-03T15:58:08,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-12-04,3.8,-4.9,-0.6,2,-8.5,-3.1,-5,73.9,0,0,0,,0,0,32.4,20.9,124.3,1025.5,29.6,10.3,,,,,2023-12-04T06:58:26,2023-12-04T15:57:51,0.73,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-12-05,8.7,0.8,3.8,5.9,-4.5,-0.1,-1.6,68.5,0,0,0,,0,0,79.2,25.9,127,1015.4,69.1,12.7,,,,,2023-12-05T06:59:30,2023-12-05T15:57:36,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-12-06,5,0,1.9,3.3,-3.2,-1.1,-0.2,86.7,3.013,100,4.17,"rain,snow",0,0.1,72,24.9,156,1012.4,81.7,8.9,,,,,2023-12-06T07:00:33,2023-12-06T15:57:25,0.79,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-12-07,4.1,1.7,3,1.6,-1.6,-0.3,1.5,89.5,0,0,0,,0,0.2,51,22.4,263.9,1018.5,93.1,9.2,,,,,2023-12-07T07:01:34,2023-12-07T15:57:15,0.82,Overcast,Cloudy skies throughout the day.,cloudy,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-12-08,3,-0.3,2.1,3,-3.5,0,0.9,91.9,0.003,100,4.17,rain,0,0,21.2,13.7,46.6,1020,73.8,6.2,,,,,2023-12-08T07:02:33,2023-12-08T15:57:09,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-12-09,5.3,-2,1.8,4,-3.9,0.7,0.5,91.4,0,0,0,,0,0,27.7,15,93.1,1019.4,70.1,6.2,,,,,2023-12-09T07:03:31,2023-12-09T15:57:05,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-12-10,4.1,-1.4,1.8,3.8,-3.5,0.6,1.4,97.1,5.968,100,8.33,rain,0,0,15.1,13.2,234.2,1015.8,92.3,3,,,,,2023-12-10T07:04:27,2023-12-10T15:57:04,0.92,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-12-11,11.3,-0.7,4.9,11.3,-2.8,3.9,2.2,84.1,0,0,0,,0,0,20.9,11.8,161.5,1015,60.5,7.8,,,,,2023-12-11T07:05:21,2023-12-11T15:57:05,0.95,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2023-12-12,14.8,5.5,9.4,14.8,3.6,8.9,6.1,80.9,4.265,100,8.33,rain,0,0,19.4,11.5,142.4,1013.2,64.3,11.9,,,,,2023-12-12T07:06:13,2023-12-12T15:57:09,0.98,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain clearing later.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2023-12-13,15.4,9.1,12.1,15.4,5.9,12,7.9,76,0.099,100,4.17,rain,0,0,68.4,23,143.6,1002.8,81.1,11.5,,,,,2023-12-13T07:07:04,2023-12-13T15:57:16,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"13272099999,LYBE,13272599999,13183099999,13279099999,13180099999,13274099999,LYBT"
belgrade,2023-12-14,10,7,8.5,9.1,4.1,6.8,7.6,93.9,2.976,100,8.33,rain,0,0,28.1,16.5,272.3,1009.3,86.6,9,,,,,2023-12-14T07:07:52,2023-12-14T15:57:25,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-12-15,7.1,3,6,7.1,-1.4,3.7,4.4,89.8,0,0,0,,0,0,33.8,22.7,343.4,1025.9,87.5,8.3,,,,,2023-12-15T07:08:38,2023-12-15T15:57:37,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-12-16,4,-1.3,1.5,3.6,-4.9,-0.8,-1.1,83,0,0,0,,0,0,27.7,17.7,326.4,1037.9,49.6,10.6,,,,,2023-12-16T07:09:22,2023-12-16T15:57:52,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2023-12-17,6.8,-1.6,1.6,6,-4.6,0.3,-1.2,82.6,0,0,0,,0,0,12.6,10.8,203.7,1041.3,8.4,9.7,,,,,2023-12-17T07:10:05,2023-12-17T15:58:09,0.16,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-12-18,9,-2.3,2.8,9,-3.8,2.5,-0.6,80.3,0,0,0,,0,0,10.1,7.1,135.2,1035.6,3.7,9.2,,,,,2023-12-18T07:10:44,2023-12-18T15:58:28,0.2,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-12-19,12.6,-1.1,4.5,12.6,-3.1,3.9,0.9,79,0,0,0,,0,0,13.3,10,96.6,1026.5,0,6.6,,,,,2023-12-19T07:11:22,2023-12-19T15:58:50,0.25,Clear,Clear conditions throughout the day.,clear-day,"13272099999,13269099999,LYBE,13272599999,13183099999,13279099999,13274099999,LYVR,LYBT"
belgrade,2023-12-20,7.6,-2,2.4,6.6,-2.6,1.1,1,90.7,0,0,0,,0,0,17.3,12.7,264.7,1014.1,27.3,5.1,,,,,2023-12-20T07:11:57,2023-12-20T15:59:15,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-12-21,11.1,1.4,5.6,11.1,-1.1,3.5,0.4,71.8,0,0,0,,0,0,51.8,16.5,188,1009.7,39.3,10.5,,,,,2023-12-21T07:12:30,2023-12-21T15:59:42,0.3,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2023-12-22,11,4,7.1,11,1.4,5,2.4,73.1,0.036,100,4.17,rain,0,0,43.8,22.2,252.1,999.9,79.4,12.3,,,,,2023-12-22T07:13:01,2023-12-22T16:00:12,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2023-12-23,6.6,2.7,4.3,4.7,-0.4,1.8,1.1,79.7,2.984,100,4.17,rain,0,0,37.1,21.8,247.8,1005.3,90.1,12.2,,,,,2023-12-23T07:13:29,2023-12-23T16:00:44,0.37,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2023-12-24,11.6,3.3,7.2,11.6,1.5,6.3,3.2,76.3,0,0,0,,0,0,18.4,13.4,176.7,1012.3,59.9,12.4,,,,,2023-12-24T07:13:55,2023-12-24T16:01:19,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,13269099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT,13168099999"
belgrade,2023-12-25,18.3,5.3,10.6,18.3,3.5,10.1,3.1,61.9,0,0,0,,0,0,10.4,11.6,192.5,1014.2,16.3,11.2,,,,,2023-12-25T07:14:19,2023-12-25T16:01:56,0.44,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2023-12-26,15,3.3,8.7,15,1.2,8.2,4.8,77.6,0,0,0,,0,0,10.8,10.1,266.3,1017.8,7,10.1,,,,,2023-12-26T07:14:40,2023-12-26T16:02:35,0.48,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13180099999,13274099999,LYVR,LYBT"
belgrade,2023-12-27,12.7,4.4,7.8,12.7,2.7,7.1,3.6,76.6,0,0,0,,0,0,15.5,10.5,133.6,1025.9,34.2,10.1,,,,,2023-12-27T07:14:58,2023-12-27T16:03:17,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13279099999,13274099999,LYVR,LYBT"
belgrade,2023-12-28,12.1,0.4,6.3,12.1,-0.4,5.6,2.8,79.4,0,0,0,,0,0,21.6,14.2,157.1,1024.5,4.8,10,,,,,2023-12-28T07:15:14,2023-12-28T16:04:00,0.55,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT,13168099999"
belgrade,2023-12-29,15.3,1.1,8,15.3,-0.8,7.5,3.8,76.8,0,0,0,,0,0,18,11.3,191.7,1022.2,37,9.2,,,,,2023-12-29T07:15:27,2023-12-29T16:04:46,0.58,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13180099999,13274099999,LYVR,LYBT"
belgrade,2023-12-30,14.1,5.2,9.8,14.1,3.8,9.5,5.3,74.5,0,0,0,,0,0,13,11.2,232.5,1020.4,46.5,10.7,,,,,2023-12-30T07:15:38,2023-12-30T16:05:34,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2023-12-31,16,1.1,8,16,-0.3,7.3,3.6,76.4,0,0,0,,0,0,20.5,15,135.3,1017.8,18.9,11.2,,,,,2023-12-31T07:15:46,2023-12-31T16:06:25,0.64,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2024-01-01,14,4.2,7.7,14,2.7,6.3,3.9,77.5,0.304,100,4.17,rain,0,0,44.6,30.1,193.7,1013.9,60.6,12.5,,,,,2024-01-01T07:15:52,2024-01-01T16:07:17,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
